id,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,qasm_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
14579,2669,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__wisq_rules__wisq_bqskit,3,tket,wisq_rules,wisq_bqskit,,10,11,1,19,0,177,41,350,902.7082119388506,adder__tket__wisq_rules__wisq_bqskit
14580,2669,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__wisq_rules__wisq_rules,3,tket,wisq_rules,wisq_rules,,10,11,1,19,0,118,49,141,1202.3130114153028,adder__tket__wisq_rules__wisq_rules
14643,649,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__tket__tket,3,tket,tket,tket,,5,14,0,20,0,49,24,64,3.073380099609494,barenco_tof_3__tket__tket__tket
14644,649,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__tket__wisq_bqskit,3,tket,tket,wisq_bqskit,,5,14,0,20,0,97,16,108,302.838103948161,barenco_tof_3__tket__tket__wisq_bqskit
14645,649,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__tket__wisq_rules,3,tket,tket,wisq_rules,,5,14,0,20,0,39,20,51,602.6307696131989,barenco_tof_3__tket__tket__wisq_rules
14648,652,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__wisq_bqskit__tket,3,tket,wisq_bqskit,tket,,5,14,0,20,0,90,18,118,395.8163492111489,barenco_tof_3__tket__wisq_bqskit__tket
14649,652,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__wisq_bqskit__wisq_bqskit,3,tket,wisq_bqskit,wisq_bqskit,,5,14,0,20,0,92,16,118,695.6410013874993,barenco_tof_3__tket__wisq_bqskit__wisq_bqskit
14650,652,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__wisq_bqskit__wisq_rules,3,tket,wisq_bqskit,wisq_rules,,5,14,0,20,0,90,18,127,995.2913230825216,barenco_tof_3__tket__wisq_bqskit__wisq_rules
14653,653,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__wisq_rules__tket,3,tket,wisq_rules,tket,,5,14,0,20,0,42,20,51,602.6774544212967,barenco_tof_3__tket__wisq_rules__tket
14654,653,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__wisq_rules__wisq_bqskit,3,tket,wisq_rules,wisq_bqskit,,5,14,0,20,0,85,18,122,902.2967000519856,barenco_tof_3__tket__wisq_rules__wisq_bqskit
14655,653,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_tket__wisq_rules__wisq_rules,3,tket,wisq_rules,wisq_rules,,5,14,0,20,0,40,20,51,1201.6108974181116,barenco_tof_3__tket__wisq_rules__wisq_rules
14668,2778,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__tket__tket,3,wisq_bqskit,tket,tket,,5,14,0,20,0,76,18,100,303.6562226479873,barenco_tof_3__wisq_bqskit__tket__tket
14669,2778,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__tket__wisq_bqskit,3,wisq_bqskit,tket,wisq_bqskit,,5,14,0,20,0,76,18,100,603.3693030001596,barenco_tof_3__wisq_bqskit__tket__wisq_bqskit
14670,2778,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__tket__wisq_rules,3,wisq_bqskit,tket,wisq_rules,,5,14,0,20,0,76,18,100,902.5835974095388,barenco_tof_3__wisq_bqskit__tket__wisq_rules
14673,2781,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__wisq_bqskit__tket,3,wisq_bqskit,wisq_bqskit,tket,,5,14,0,20,0,78,16,109,692.7421472650021,barenco_tof_3__wisq_bqskit__wisq_bqskit__tket
14674,2781,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__wisq_bqskit__wisq_bqskit,3,wisq_bqskit,wisq_bqskit,wisq_bqskit,,5,14,0,20,0,79,16,99,992.3417785083876,barenco_tof_3__wisq_bqskit__wisq_bqskit__wisq_bqskit
14675,2781,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__wisq_bqskit__wisq_rules,3,wisq_bqskit,wisq_bqskit,wisq_rules,,5,14,0,20,0,81,16,120,1291.6338945403695,barenco_tof_3__wisq_bqskit__wisq_bqskit__wisq_rules
14678,2782,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__wisq_rules__tket,3,wisq_bqskit,wisq_rules,tket,,5,14,0,20,0,76,18,100,902.9235113831236,barenco_tof_3__wisq_bqskit__wisq_rules__tket
14679,2782,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__wisq_rules__wisq_bqskit,3,wisq_bqskit,wisq_rules,wisq_bqskit,,5,14,0,20,0,76,18,102,1202.6180963190272,barenco_tof_3__wisq_bqskit__wisq_rules__wisq_bqskit
14680,2782,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_bqskit__wisq_rules__wisq_rules,3,wisq_bqskit,wisq_rules,wisq_rules,,5,14,0,20,0,79,18,108,1501.9275306537747,barenco_tof_3__wisq_bqskit__wisq_rules__wisq_rules
14693,2378,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__tket__tket,3,wisq_rules,tket,tket,,5,14,0,20,0,42,22,56,602.1921657780185,barenco_tof_3__wisq_rules__tket__tket
14694,2378,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__tket__wisq_bqskit,3,wisq_rules,tket,wisq_bqskit,,5,14,0,20,0,83,16,122,901.9429836599156,barenco_tof_3__wisq_rules__tket__wisq_bqskit
14695,2378,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__tket__wisq_rules,3,wisq_rules,tket,wisq_rules,,5,14,0,20,0,39,20,51,1201.1891660047695,barenco_tof_3__wisq_rules__tket__wisq_rules
14698,2381,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__wisq_bqskit__tket,3,wisq_rules,wisq_bqskit,tket,,5,14,0,20,0,62,20,78,1016.7983743734658,barenco_tof_3__wisq_rules__wisq_bqskit__tket
14699,2381,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__wisq_bqskit__wisq_bqskit,3,wisq_rules,wisq_bqskit,wisq_bqskit,,5,14,0,20,0,75,20,96,1316.5071973530576,barenco_tof_3__wisq_rules__wisq_bqskit__wisq_bqskit
14700,2381,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__wisq_bqskit__wisq_rules,3,wisq_rules,wisq_bqskit,wisq_rules,,5,14,0,20,0,75,20,96,1615.7303113117814,barenco_tof_3__wisq_rules__wisq_bqskit__wisq_rules
14703,2382,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__wisq_rules__tket,3,wisq_rules,wisq_rules,tket,,5,14,0,20,0,42,22,56,1201.7922609243542,barenco_tof_3__wisq_rules__wisq_rules__tket
14704,2382,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__wisq_rules__wisq_bqskit,3,wisq_rules,wisq_rules,wisq_bqskit,,5,14,0,20,0,65,18,106,1501.5873713670298,barenco_tof_3__wisq_rules__wisq_rules__wisq_bqskit
14705,2382,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,chain3_wisq_rules__wisq_rules__wisq_rules,3,wisq_rules,wisq_rules,wisq_rules,,5,14,0,20,0,55,22,73,1800.8434534352273,barenco_tof_3__wisq_rules__wisq_rules__wisq_rules
14767,687,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__tket__tket,3,tket,tket,tket,,7,26,0,34,0,103,46,135,4.357760119251907,barenco_tof_4__tket__tket__tket
14768,687,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__tket__wisq_bqskit,3,tket,tket,wisq_bqskit,,7,26,0,34,0,153,34,250,303.6093018995598,barenco_tof_4__tket__tket__wisq_bqskit
14769,687,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__tket__wisq_rules,3,tket,tket,wisq_rules,,7,26,0,34,0,87,42,116,602.8594419658184,barenco_tof_4__tket__tket__wisq_rules
14772,690,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__wisq_bqskit__tket,3,tket,wisq_bqskit,tket,,7,26,0,34,0,120,36,182,403.9947302220389,barenco_tof_4__tket__wisq_bqskit__tket
14773,690,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__wisq_bqskit__wisq_bqskit,3,tket,wisq_bqskit,wisq_bqskit,,7,26,0,34,0,159,35,230,703.4567940896377,barenco_tof_4__tket__wisq_bqskit__wisq_bqskit
14774,690,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__wisq_bqskit__wisq_rules,3,tket,wisq_bqskit,wisq_rules,,7,26,0,34,0,125,36,192,1002.6109230099246,barenco_tof_4__tket__wisq_bqskit__wisq_rules
14777,691,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__wisq_rules__tket,3,tket,wisq_rules,tket,,7,26,0,34,0,84,41,111,603.0159024270251,barenco_tof_4__tket__wisq_rules__tket
14778,691,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__wisq_rules__wisq_bqskit,3,tket,wisq_rules,wisq_bqskit,,7,26,0,34,0,152,30,222,902.4156073108315,barenco_tof_4__tket__wisq_rules__wisq_bqskit
14779,691,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_tket__wisq_rules__wisq_rules,3,tket,wisq_rules,wisq_rules,,7,26,0,34,0,90,42,115,1201.6726980684325,barenco_tof_4__tket__wisq_rules__wisq_rules
14792,1573,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__tket__tket,3,wisq_bqskit,tket,tket,,7,26,0,34,0,122,38,176,304.6188043570146,barenco_tof_4__wisq_bqskit__tket__tket
14793,1573,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__tket__wisq_bqskit,3,wisq_bqskit,tket,wisq_bqskit,,7,26,0,34,0,140,36,213,603.7345953229815,barenco_tof_4__wisq_bqskit__tket__wisq_bqskit
14794,1573,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__tket__wisq_rules,3,wisq_bqskit,tket,wisq_rules,,7,26,0,34,0,119,38,174,903.0562940230592,barenco_tof_4__wisq_bqskit__tket__wisq_rules
14797,1576,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__wisq_bqskit__tket,3,wisq_bqskit,wisq_bqskit,tket,,7,26,0,34,0,123,38,180,727.3603590307757,barenco_tof_4__wisq_bqskit__wisq_bqskit__tket
14798,1576,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__wisq_bqskit__wisq_bqskit,3,wisq_bqskit,wisq_bqskit,wisq_bqskit,,7,26,0,34,0,161,37,259,1026.6077046906576,barenco_tof_4__wisq_bqskit__wisq_bqskit__wisq_bqskit
14799,1576,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__wisq_bqskit__wisq_rules,3,wisq_bqskit,wisq_bqskit,wisq_rules,,7,26,0,34,0,129,38,212,1325.8343665702268,barenco_tof_4__wisq_bqskit__wisq_bqskit__wisq_rules
14802,1577,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__wisq_rules__tket,3,wisq_bqskit,wisq_rules,tket,,7,26,0,34,0,123,38,180,903.3782928381116,barenco_tof_4__wisq_bqskit__wisq_rules__tket
14803,1577,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__wisq_rules__wisq_bqskit,3,wisq_bqskit,wisq_rules,wisq_bqskit,,7,26,0,34,0,129,38,212,1202.6951483469456,barenco_tof_4__wisq_bqskit__wisq_rules__wisq_bqskit
14804,1577,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_bqskit__wisq_rules__wisq_rules,3,wisq_bqskit,wisq_rules,wisq_rules,,7,26,0,34,0,129,38,212,1501.9453283315524,barenco_tof_4__wisq_bqskit__wisq_rules__wisq_rules
14816,1333,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__tket__tket,3,wisq_rules,tket,tket,,7,26,0,34,0,75,40,107,602.7070743693039,barenco_tof_4__wisq_rules__tket__tket
14817,1333,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__tket__wisq_bqskit,3,wisq_rules,tket,wisq_bqskit,,7,26,0,34,0,135,32,191,901.9832524359226,barenco_tof_4__wisq_rules__tket__wisq_bqskit
14818,1333,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__tket__wisq_rules,3,wisq_rules,tket,wisq_rules,,7,26,0,34,0,73,37,95,1201.2418075092137,barenco_tof_4__wisq_rules__tket__wisq_rules
14821,1336,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__wisq_bqskit__tket,3,wisq_rules,wisq_bqskit,tket,,7,26,0,34,0,135,38,191,968.2357940142974,barenco_tof_4__wisq_rules__wisq_bqskit__tket
14822,1336,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__wisq_bqskit__wisq_bqskit,3,wisq_rules,wisq_bqskit,wisq_bqskit,,7,26,0,34,0,158,36,247,1266.858206213452,barenco_tof_4__wisq_rules__wisq_bqskit__wisq_bqskit
14823,1336,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__wisq_bqskit__wisq_rules,3,wisq_rules,wisq_bqskit,wisq_rules,,7,26,0,34,0,150,39,223,1566.229179658927,barenco_tof_4__wisq_rules__wisq_bqskit__wisq_rules
14826,1337,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__wisq_rules__tket,3,wisq_rules,wisq_rules,tket,,7,26,0,34,0,77,40,108,1201.8729438716546,barenco_tof_4__wisq_rules__wisq_rules__tket
14827,1337,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__wisq_rules__wisq_bqskit,3,wisq_rules,wisq_rules,wisq_bqskit,,7,26,0,34,0,159,32,219,1501.3209955682978,barenco_tof_4__wisq_rules__wisq_rules__wisq_bqskit
14828,1337,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,chain3_wisq_rules__wisq_rules__wisq_rules,3,wisq_rules,wisq_rules,wisq_rules,,7,26,0,34,0,97,42,133,1800.5560387969017,barenco_tof_4__wisq_rules__wisq_rules__wisq_rules
14891,1687,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__tket__tket,3,tket,tket,tket,,9,38,0,50,0,156,68,207,5.236883188597858,barenco_tof_5__tket__tket__tket
14892,1687,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__tket__wisq_bqskit,3,tket,tket,wisq_bqskit,,9,38,0,50,0,208,57,346,304.2229604125023,barenco_tof_5__tket__tket__wisq_bqskit
14893,1687,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__tket__wisq_rules,3,tket,tket,wisq_rules,,9,38,0,50,0,136,64,176,603.6284398520365,barenco_tof_5__tket__tket__wisq_rules
14896,1690,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__wisq_bqskit__tket,3,tket,wisq_bqskit,tket,,9,38,0,50,0,201,58,290,444.692897900939,barenco_tof_5__tket__wisq_bqskit__tket
14897,1690,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__wisq_bqskit__wisq_bqskit,3,tket,wisq_bqskit,wisq_bqskit,,9,38,0,50,0,206,52,325,743.4249410452321,barenco_tof_5__tket__wisq_bqskit__wisq_bqskit
14898,1690,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__wisq_bqskit__wisq_rules,3,tket,wisq_bqskit,wisq_rules,,9,38,0,50,0,202,58,321,1042.736967585981,barenco_tof_5__tket__wisq_bqskit__wisq_rules
14901,1691,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__wisq_rules__tket,3,tket,wisq_rules,tket,,9,38,0,50,0,130,62,175,604.0529379816726,barenco_tof_5__tket__wisq_rules__tket
14902,1691,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__wisq_rules__wisq_bqskit,3,tket,wisq_rules,wisq_bqskit,,9,38,0,50,0,243,50,338,902.738284197636,barenco_tof_5__tket__wisq_rules__wisq_bqskit
14903,1691,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_tket__wisq_rules__wisq_rules,3,tket,wisq_rules,wisq_rules,,9,38,0,50,0,129,64,179,1202.007554887794,barenco_tof_5__tket__wisq_rules__wisq_rules
14916,1637,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__tket__tket,3,wisq_bqskit,tket,tket,,9,38,0,50,0,141,59,188,305.0828734198585,barenco_tof_5__wisq_bqskit__tket__tket
14917,1637,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__tket__wisq_bqskit,3,wisq_bqskit,tket,wisq_bqskit,,9,38,0,50,0,227,52,314,604.028895274736,barenco_tof_5__wisq_bqskit__tket__wisq_bqskit
14918,1637,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__tket__wisq_rules,3,wisq_bqskit,tket,wisq_rules,,9,38,0,50,0,115,58,166,903.345420204103,barenco_tof_5__wisq_bqskit__tket__wisq_rules
14921,1640,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__wisq_bqskit__tket,3,wisq_bqskit,wisq_bqskit,tket,,9,38,0,50,0,182,59,277,739.6555497711524,barenco_tof_5__wisq_bqskit__wisq_bqskit__tket
14922,1640,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__wisq_bqskit__wisq_bqskit,3,wisq_bqskit,wisq_bqskit,wisq_bqskit,,9,38,0,50,0,210,55,317,1038.4264231314885,barenco_tof_5__wisq_bqskit__wisq_bqskit__wisq_bqskit
14923,1640,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__wisq_bqskit__wisq_rules,3,wisq_bqskit,wisq_bqskit,wisq_rules,,9,38,0,50,0,204,59,320,1337.694292563945,barenco_tof_5__wisq_bqskit__wisq_bqskit__wisq_rules
14926,1641,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__wisq_rules__tket,3,wisq_bqskit,wisq_rules,tket,,9,38,0,50,0,133,61,177,903.9590605748816,barenco_tof_5__wisq_bqskit__wisq_rules__tket
14927,1641,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__wisq_rules__wisq_bqskit,3,wisq_bqskit,wisq_rules,wisq_bqskit,,9,38,0,50,0,205,57,326,1202.7196512240916,barenco_tof_5__wisq_bqskit__wisq_rules__wisq_bqskit
14928,1641,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_bqskit__wisq_rules__wisq_rules,3,wisq_bqskit,wisq_rules,wisq_rules,,9,38,0,50,0,171,61,243,1502.0648297118023,barenco_tof_5__wisq_bqskit__wisq_rules__wisq_rules
14941,2536,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__tket__tket,3,wisq_rules,tket,tket,,9,38,0,50,0,114,60,145,603.5311046699062,barenco_tof_5__wisq_rules__tket__tket
14942,2536,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__tket__wisq_bqskit,3,wisq_rules,tket,wisq_bqskit,,9,38,0,50,0,204,55,331,902.3867535721512,barenco_tof_5__wisq_rules__tket__wisq_bqskit
14943,2536,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__tket__wisq_rules,3,wisq_rules,tket,wisq_rules,,9,38,0,50,0,108,56,133,1201.686245161109,barenco_tof_5__wisq_rules__tket__wisq_rules
14946,2539,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__wisq_bqskit__tket,3,wisq_rules,wisq_bqskit,tket,,9,38,0,50,0,136,56,206,1103.7025449443609,barenco_tof_5__wisq_rules__wisq_bqskit__tket
14947,2539,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__wisq_bqskit__wisq_bqskit,3,wisq_rules,wisq_bqskit,wisq_bqskit,,9,38,0,50,0,227,51,329,1402.4832867151126,barenco_tof_5__wisq_rules__wisq_bqskit__wisq_bqskit
14948,2539,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__wisq_bqskit__wisq_rules,3,wisq_rules,wisq_bqskit,wisq_rules,,9,38,0,50,0,159,56,251,1701.8346605943516,barenco_tof_5__wisq_rules__wisq_bqskit__wisq_rules
14951,2540,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__wisq_rules__tket,3,wisq_rules,wisq_rules,tket,,9,38,0,50,0,114,60,145,1201.981122323312,barenco_tof_5__wisq_rules__wisq_rules__tket
14952,2540,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__wisq_rules__wisq_bqskit,3,wisq_rules,wisq_rules,wisq_bqskit,,9,38,0,50,0,211,52,361,1501.209919319488,barenco_tof_5__wisq_rules__wisq_rules__wisq_bqskit
14953,2540,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,chain3_wisq_rules__wisq_rules__wisq_rules,3,wisq_rules,wisq_rules,wisq_rules,,9,38,0,50,0,147,60,186,1800.4546614056453,barenco_tof_5__wisq_rules__wisq_rules__wisq_rules
15016,2341,bigadder,12,bigadder,feynman,benchmarks/ai_transpile/qasm/feynman/bigadder.qasm,chain3_tket__tket__tket,3,tket,tket,tket,,18,4,0,21,0,179,122,340,6.861631310544908,bigadder__tket__tket__tket
15017,2341,bigadder,12,bigadder,feynman,benchmarks/ai_transpile/qasm/feynman/bigadder.qasm,chain3_tket__tket__wisq_bqskit,3,tket,tket,wisq_bqskit,,18,4,0,21,0,259,89,591,305.36466468591243,bigadder__tket__tket__wisq_bqskit
15018,2341,bigadder,12,bigadder,feynman,benchmarks/ai_transpile/qasm/feynman/bigadder.qasm,chain3_tket__tket__wisq_rules,3,tket,tket,wisq_rules,,18,4,0,21,0,190,113,305,604.6554500050843,bigadder__tket__tket__wisq_rules
15021,2344,bigadder,12,bigadder,feynman,benchmarks/ai_transpile/qasm/feynman/bigadder.qasm,chain3_tket__wisq_bqskit__tket,3,tket,wisq_bqskit,tket,,18,4,0,21,0,225,87,494,402.63916757609695,bigadder__tket__wisq_bqskit__tket
